,id,home,away,exhibition,season,variable,change
32590,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,a_in0,SERHAT KOT 90+4
33116,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,a_in0,JOSE FERNANDO VIANA DE SANTANA 61
33302,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,a_in1,MEHMET EKİCİ 46
33599,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,a_in1,MİHA ZAJC 71
34167,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_in1,FERDİ ERENAY KADIOĞLU 85
34412,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,a_in1,ROBIN VAN PERSIE 58
34540,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,a_in1,ALPER POTUK 71.dk
35066,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,a_in1,OZAN TUFAN 68.dk
35252,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,a_in2,MATHİEU VALBUENA 69.dk
35549,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,a_in2,FERDİ ERENAY KADIOĞLU 55.dk
36117,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_in2,LUIZ GUSTAVO DIAS 61
36362,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,a_in2,JOSE FERNANDO VIANA DE SANTANA 71.dk
38067,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_in3,SİNAN GÜMÜŞ 76
40017,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_in4,THIAM MAME BABA 85.dk
11852,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,a_out0,MATHİEU VALBUENA 84
12149,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,a_out0,TOLGA CİĞERCİ 90+2
12717,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_out0,CANER ERKİN 61
12962,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,a_out0,VOLKAN ŞEN 71
13090,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,a_out0,ALPER POTUK 90+4
13616,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,a_out0,ALPER POTUK 61
13802,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,a_out1,ELJIF ELMAS 46
14099,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,a_out1,DENİZ TÜRÜÇ 71
14667,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_out1,İRFAN CAN KAHVECİ 85
14912,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,a_out1,OZAN TUFAN 58
15040,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,a_out1,JOSE FERNANDO VIANA DE SANTANA 71.dk
15566,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,a_out1,SIMON THORUP KJAER 68.dk
15752,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,a_out2,"JAILSON MARQUES,SIQUEIRA 69.dk"
16049,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,a_out2,GARRY MENDES RODRIGUES 55.dk
16617,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_out2,MERT HAKAN YANDAŞ 61
16862,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,a_out2,EMMANUEL CHINENYE EMENIKE 71.dk
18567,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_out3,NAZIM SANGARE 76
20517,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,a_out4,ENNER REMBERTO VALENCIA LASTRA 85.dk
21602,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,h_in0,STEFANO NAPOLEONI 77
21899,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,h_in0,FURKAN SOYALP 64
22467,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_in0,BERKAY ÖZCAN 85
22712,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,h_in0,CHEIKHOU DIENG 84
22840,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,h_in0,RIAD BAJIC 74
23366,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,h_in0,HAKAN ÖZMERT 58
23552,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,h_in1,SHEYI EMMANUEL ADEBAYOR 86
23849,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,h_in1,KERİM FREİ 24
24417,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_in1,UĞUR UÇAR 32
24662,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,h_in1,SAMUEL TOBIAS HOLMEN 64
24790,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,h_in1,STEFANO NAPOLEONI 53
25316,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,h_in1,CENK AHMET ALKILIÇ 90+1
25502,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,h_in2,JOSEPH LARWEH ATTAMAH 15.dk
25799,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,h_in2,FREDRIK AASMUNDRUD GULDBRANDSEN 79.dk
26367,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_in2,MEHMET TOPAL 66
26612,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,h_in2,MUSTAFA PEKTEMEK 59.dk
26740,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,h_in2,KERİM FREİ 81.dk
27266,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,h_in2,STEFANO NAPOLEONI 81.dk
28317,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_in3,FREDRIK AASMUNDRUD GULDBRANDSEN 85
30267,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_in4,NACER CHADLI 66.dk
152,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,h_out0,ARDA TURAN 77
449,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,h_out0,ARDA TURAN 64
1017,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_out0,TOLGA CİĞERCİ 85
1262,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,h_out0,CENGİZ ÜNDER 84
1390,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,h_out0,ARDA TURAN 74
1916,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,h_out0,EMRE BELÖZOĞLU 58
2102,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,h_out1,JOSE MARCIO DA COSTA 86
2399,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,h_out1,ELJERO GEORGE RINALDO ELIA 24
2967,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_out1,CEMALİ SERTEL 32
3212,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,h_out1,JOSE MARCIO DA COSTA 64
3340,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,h_out1,AURELİEN BAYARD CHEDJOU FONGANG 53
3866,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,h_out1,BEKİR İRTEGÜN 90+1
4052,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,h_out2,SERDAR TAŞCİ 15
4349,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,h_out2,ENZO VITO GABRIEL CRIVELLI 79
4917,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_out2,GIULIANO VICTOR DE PAULA 66
5162,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,h_out2,SOKOL CİKALLESHİ 59
5290,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,h_out2,UILSON DE SOUZA PAULA JUNIOR 81
5816,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,h_out2,JOSE MARCIO DA COSTA 81
6002,152,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2018/19,h_out3,
6299,449,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2019/20,h_out3,
6867,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_out3,DANİJEL ALEKSİC 85
7112,1262,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2016/17,h_out3,
7240,1390,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2017/18,h_out3,
7766,1916,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2015/16,h_out3,
8817,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_out4,ENZO VITO GABRIEL CRIVELLI 66
10767,1017,MEDİPOL BAŞAKŞEHİR FK,FENERBAHÇE A.Ş.,MEDİPOL BAŞAKŞEHİR FK - FENERBAHÇE A.Ş.,2020/21,h_out5,
31983,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,a_in0,OMAR İMERİ 76
33933,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,a_in1,MEVLÜT HAN EKELİK 88
35883,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,a_in2,ADIS JAHOVIC 61
37833,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,a_in3,GÖKDENİZ BAYRAKDAR 61.dk
12483,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,a_out0,VEYSEL SARI 76
14433,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,a_out1,BÜNYAMİN BALCI 88
16383,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,a_out2,LUKAS JOSEF PODOLSKI 61
18333,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,a_out3,DEVER AKEEM ORGILL 61.dk
22233,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_in0,FREDRIK AASMUNDRUD GULDBRANDSEN 70
24183,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_in1,GIULIANO VICTOR DE PAULA 61
26133,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_in2,CARLOS DOS SANTOS RODRIGUES 46
28083,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_in3,BERKAY ÖZCAN 46
30033,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_in4,HASAN ALİ KALDIRIM 61.dk
783,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_out0,MAHMUT TEKDEMİR 70
2733,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_out1,DENİZ TÜRÜÇ 61
4683,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_out2,MARTIN SKRTEL 46
6633,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_out3,RAFAEL PEREIRA DA SILVA 46
8583,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_out4,BOLI BOLINGOLI MBOMBO 61
10533,783,MEDİPOL BAŞAKŞEHİR FK,FRAPORT-TAV ANTALYASPOR,MEDİPOL BAŞAKŞEHİR FK - FRAPORT-TAV ANTALYASPOR,2020/21,h_out5,
31389,189,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2018/19,a_in0,MARTIN LINNES 83
31807,607,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2019/20,a_in0,TAYLAN ANTALYALI 79
31871,671,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2020/21,a_in0,RYAN GUNO BABEL 72
32467,1267,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2016/17,a_in0,TOLGA CİĞERCİ 79
32712,1512,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2017/18,a_in0,GARRY MENDES RODRIGUES 79.dk
32849,1649,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2015/16,a_in0,OLCAN ADIN 85
33339,189,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2018/19,a_in1,SELÇUK İNAN 46.dk
33757,607,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2019/20,a_in1,ŞENER ÖZBAYRAKLI 79
33821,671,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2020/21,a_in1,ÖMER BAYRAM 86
34417,1267,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2016/17,a_in1,LUKAS JOSEF PODOLSKI 67
34799,1649,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2015/16,a_in1,UMUT BULUT 62
35707,607,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2019/20,a_in2,EMİN BAYRAM 53.dk
35771,671,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2020/21,a_in2,OGHENEKARO PETER ETEBO 72
36367,1267,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2016/17,a_in2,WESLEY SNEİJDER 67.dk
36749,1649,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2015/16,a_in2,SABRİ SARIOĞLU 46.dk
37721,671,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2020/21,a_in3,MBAYE DIAGNE 72
39671,671,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2020/21,a_in4,MARTIN LINNES 59.dk
11889,189,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2018/19,a_out0,EREN DERDİYOK 83
12307,607,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2019/20,a_out0,ÖMER BAYRAM 79
12371,671,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2020/21,a_out0,ARDA TURAN 72
12967,1267,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2016/17,a_out0,SELÇUK İNAN 79
13212,1512,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2017/18,a_out0,YOUNES BELHANDA 79.dk
13349,1649,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2015/16,a_out0,YASİN ÖZTEKİN 85
13839,189,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2018/19,a_out1,GARRY MENDES RODRIGUES 46.dk
14257,607,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2019/20,a_out1,MARTIN LINNES 79
14321,671,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2020/21,a_out1,EMRE KILINÇ 86
14917,1267,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2016/17,a_out1,SEMİH KAYA 67
15299,1649,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2015/16,a_out1,SİNAN GÜMÜŞ 62
16207,607,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2019/20,a_out2,MARIO RENE JUNIOR LEMINA 53.dk
16271,671,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2020/21,a_out2,SOFIANE FEGHOULI 72
16867,1267,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2016/17,a_out2,GARRY MENDES RODRIGUES 67.dk
17249,1649,MEDİPOL BAŞAKŞEHİR FK,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK - GALATASARAY A.Ş.,2015/16,a_out2,JASON GREGORY DENAYER 46.dk
