,id,home,away,exhibition,variable,goal
1031,1031,AYTEMİZ ALANYASPOR,İTTİFAK HOLDİNG KONYASPOR,AYTEMİZ ALANYASPOR - İTTİFAK HOLDİNG KONYASPOR,h_goal0,"ELHADJI BABACAR KHOUMA,37.dk"
2560,610,AYTEMİZ ALANYASPOR,İTTİFAK HOLDİNG KONYASPOR,AYTEMİZ ALANYASPOR - İTTİFAK HOLDİNG KONYASPOR,h_goal1," PAPISS DEMBA CISSE,90.dk"
2981,1031,AYTEMİZ ALANYASPOR,İTTİFAK HOLDİNG KONYASPOR,AYTEMİZ ALANYASPOR - İTTİFAK HOLDİNG KONYASPOR,h_goal1,
4510,610,AYTEMİZ ALANYASPOR,İTTİFAK HOLDİNG KONYASPOR,AYTEMİZ ALANYASPOR - İTTİFAK HOLDİNG KONYASPOR,h_goal2,
16799,1199,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ADANASPOR A.Ş.,a_goal0,"RONEI GLEISON RODRIGUES DOS REIS,24.dk"
18749,1199,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ADANASPOR A.Ş.,a_goal1," MAGAYE SERIGNE FALILOU DIT NELSON GUEYE,66.dk"
20699,1199,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ADANASPOR A.Ş.,a_goal2,
1199,1199,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ADANASPOR A.Ş.,h_goal0,"VINCENT ABOUBAKAR,11.dk"
3149,1199,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ADANASPOR A.Ş.,h_goal1," ANDERSON SOUZA CONCEIÇAO,52.dk"
5099,1199,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ADANASPOR A.Ş.,h_goal2," DUSKO TOSIC,80.dk"
7049,1199,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ADANASPOR A.Ş.,h_goal3,
16677,1077,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_goal0,"OLCAN ADIN,81.dk"
17503,1903,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_goal0,"GÜRAY VURAL,5.dk"
18627,1077,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_goal1,
19453,1903,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_goal1," LEOCISIO JULIO SAMI,40.dk"
21403,1903,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_goal2,
1077,1077,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_goal0,"CENK TOSUN,13.dk"
3027,1077,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_goal1," ANDERSON SOUZA CONCEIÇAO,27.dk"
4977,1077,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_goal2," ATINÇ NUKAN,69.dk"
6927,1077,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_goal3,
15835,235,BEŞİKTAŞ A.Ş.,AKHİSARSPOR,BEŞİKTAŞ A.Ş. - AKHİSARSPOR,a_goal0,"YEVGEN SELEZNOV,56.dk"
17785,235,BEŞİKTAŞ A.Ş.,AKHİSARSPOR,BEŞİKTAŞ A.Ş. - AKHİSARSPOR,a_goal1,
235,235,BEŞİKTAŞ A.Ş.,AKHİSARSPOR,BEŞİKTAŞ A.Ş. - AKHİSARSPOR,h_goal0,"KEPLER LAVERAN DE LIMA FERREIRA,39.dk"
2185,235,BEŞİKTAŞ A.Ş.,AKHİSARSPOR,BEŞİKTAŞ A.Ş. - AKHİSARSPOR,h_goal1," RYAN GUNO BABEL,42.dk"
4135,235,BEŞİKTAŞ A.Ş.,AKHİSARSPOR,BEŞİKTAŞ A.Ş. - AKHİSARSPOR,h_goal2,
16735,1135,BEŞİKTAŞ A.Ş.,ALANYASPOR,BEŞİKTAŞ A.Ş. - ALANYASPOR,a_goal0,"EMRE AKBABA,90+2.dk"
18685,1135,BEŞİKTAŞ A.Ş.,ALANYASPOR,BEŞİKTAŞ A.Ş. - ALANYASPOR,a_goal1,
1135,1135,BEŞİKTAŞ A.Ş.,ALANYASPOR,BEŞİKTAŞ A.Ş. - ALANYASPOR,h_goal0,"OĞUZHAN ÖZYAKUP,6.dk"
3085,1135,BEŞİKTAŞ A.Ş.,ALANYASPOR,BEŞİKTAŞ A.Ş. - ALANYASPOR,h_goal1," OLCAY ŞAHAN,43.dk"
5035,1135,BEŞİKTAŞ A.Ş.,ALANYASPOR,BEŞİKTAŞ A.Ş. - ALANYASPOR,h_goal2," CENK TOSUN,58.dk"
6985,1135,BEŞİKTAŞ A.Ş.,ALANYASPOR,BEŞİKTAŞ A.Ş. - ALANYASPOR,h_goal3," CENK TOSUN,78.dk"
8935,1135,BEŞİKTAŞ A.Ş.,ALANYASPOR,BEŞİKTAŞ A.Ş. - ALANYASPOR,h_goal4,
15788,188,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,a_goal0,"SOULEYMANE DOUKARA,20.dk"
17738,188,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,a_goal1," HAKAN ÖZMERT,25.dk"
19688,188,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,a_goal2," YEKTA KURTULUŞ,32.dk"
21638,188,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,a_goal3,
188,188,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal0,"ALVARO NEGREDO SANCHEZ,25.dk"
1324,1324,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal0,"VINCENT ABOUBAKAR,45.dk"
1385,1385,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal0,"KEPLER LAVERAN DE LIMA FERREIRA,45.dk"
1937,1937,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal0,"OĞUZHAN ÖZYAKUP,27.dk"
2138,188,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal1," KEPLER LAVERAN DE LIMA FERREIRA,56.dk"
3274,1324,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal1," ANDERSON SOUZA CONCEIÇAO,72.dk"
3335,1385,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal1," CENK TOSUN,64.dk"
3887,1937,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal1,
4088,188,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal2,
5224,1324,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal2," ANDERSON SOUZA CONCEIÇAO,89.dk"
5285,1385,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal2,
7174,1324,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş. - ANTALYASPOR A.Ş.,h_goal3,
16309,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,a_goal0,"BABAJIDE DAVID AKINTOLA,2.dk"
18259,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,a_goal1,
709,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,h_goal0,"CYLE CHRISTOPHER LARIN,11.dk"
2659,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,h_goal1," CYLE CHRISTOPHER LARIN,14.dk"
4609,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,h_goal2," GEORGES KEVIN NKOUDOU MBIDA,38.dk"
6559,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,h_goal3," RIDVAN YILMAZ,44.dk"
8509,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,h_goal4," CYLE CHRISTOPHER LARIN,55.dk"
10459,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,h_goal5," CYLE CHRISTOPHER LARIN,65.dk"
12409,709,BEŞİKTAŞ A.Ş.,ATAKAŞ HATAYSPOR,BEŞİKTAŞ A.Ş. - ATAKAŞ HATAYSPOR,h_goal6,
15609,9,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,a_goal0,"ÖMER ALİ ŞAHİNER,19.dk"
17559,9,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,a_goal1," MORYKE FOFANA,75.dk"
19509,9,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,a_goal2,
9,9,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal0,"ADEM LJAJIC,14.dk"
1266,1266,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal0,"RYAN GUNO BABEL,9.dk"
1349,1349,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal0,"CENK TOSUN,10.dk"
1442,1442,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal0,"CENK TOSUN,10.dk"
1959,9,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal1," BURAK YILMAZ,33.dk"
3216,1266,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal1," OĞUZHAN ÖZYAKUP,28.dk"
3299,1349,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal1," RICARDO ANDRADE QUARESMA BERNARDO,66.dk"
3392,1442,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal1," RICARDO ANDRADE QUARESMA BERNARDO,66.dk"
3909,9,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal2," SHINJI KAGAWA,90+3.dk"
5166,1266,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal2," CENK TOSUN,50.dk"
5249,1349,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal2,
5342,1442,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal2,
5859,9,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal3,
7116,1266,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal3," CENK TOSUN,56.dk"
9066,1266,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal4," CENK TOSUN,83.dk"
11016,1266,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal5," DUSKO TOSIC,63.dk"
12966,1266,BEŞİKTAŞ A.Ş.,ATİKER KONYASPOR,BEŞİKTAŞ A.Ş. - ATİKER KONYASPOR,h_goal6,
175,175,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal0,"ADEM LJAJIC,10.dk"
441,441,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal0,"BURAK YILMAZ,51.dk"
1013,1013,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal0,"CENK TOSUN,11.dk"
1433,1433,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal0,"ANDERSON SOUZA CONCEIÇAO,29.dk"
2125,175,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal1," CANER ERKİN,44.dk"
2391,441,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal1," ABDOULAY DIABY,68.dk"
2963,1013,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal1," RACHID GHEZZAL,58.dk"
3383,1433,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal1,
4075,175,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal2," RICARDO ANDRADE QUARESMA BERNARDO,54.dk"
4341,441,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal2,
4913,1013,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal2," GEORGES KEVIN NKOUDOU MBIDA,85.dk"
6025,175,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal3,
6863,1013,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,BEŞİKTAŞ A.Ş. - AYTEMİZ ALANYASPOR,h_goal3,
16197,597,BEŞİKTAŞ A.Ş.,BTC TURK YENİ MALATYASPOR,BEŞİKTAŞ A.Ş. - BTC TURK YENİ MALATYASPOR,a_goal0,"THIEVY GUIVANE BIPFOUMA KOULOSSA,85.dk"
18147,597,BEŞİKTAŞ A.Ş.,BTC TURK YENİ MALATYASPOR,BEŞİKTAŞ A.Ş. - BTC TURK YENİ MALATYASPOR,a_goal1," ADIS JAHOVIC,90+7.dk"
20097,597,BEŞİKTAŞ A.Ş.,BTC TURK YENİ MALATYASPOR,BEŞİKTAŞ A.Ş. - BTC TURK YENİ MALATYASPOR,a_goal2,
16859,1259,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,a_goal0,"EMRE TAŞDEMİR,90.dk"
17093,1493,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,a_goal0,"DELARGE DZON,23.dk"
17262,1662,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,a_goal0,"BAKAYE TRAORE,27.dk"
18809,1259,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,a_goal1,
19043,1493,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,a_goal1,
19212,1662,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,a_goal1," MIROSLAV STOCH,71.dk"
21162,1662,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,a_goal2,
208,208,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal0,"BURAK YILMAZ,40.dk"
1259,1259,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal0,"CENK TOSUN,52.dk"
1493,1493,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal0,"DUSKO TOSIC,18.dk"
1662,1662,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal0,"MARIO GOMEZ GARCIA,20.dk"
2158,208,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal1," BURAK YILMAZ,62.dk"
3209,1259,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal1," CENK TOSUN,64.dk"
3443,1493,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal1," ATIBA HUTCHINSON,64.dk"
3612,1662,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal1," ALEXIS RUANO DELGADO,51.dk"
4108,208,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal2,
5159,1259,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal2,
5393,1493,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal2,
5562,1662,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal2," MARIO GOMEZ GARCIA,57.dk"
7512,1662,BEŞİKTAŞ A.Ş.,BURSASPOR,BEŞİKTAŞ A.Ş. - BURSASPOR,h_goal3,
146,146,BEŞİKTAŞ A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal0,"DORUKHAN TOKÖZ,69.dk"
901,901,BEŞİKTAŞ A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal0,"VINCENT ABOUBAKAR,59.dk"
2096,146,BEŞİKTAŞ A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal1," DORUKHAN TOKÖZ,77.dk"
2851,901,BEŞİKTAŞ A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal1," GEORGES KEVIN NKOUDOU MBIDA,63.dk"
4046,146,BEŞİKTAŞ A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal2,
4801,901,BEŞİKTAŞ A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal2," DOMAGOJ VIDA,70.dk"
6751,901,BEŞİKTAŞ A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal3," VINCENT ABOUBAKAR,71.dk"
8701,901,BEŞİKTAŞ A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal4,
15742,142,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,a_goal0,"DAVID BRAZ DE OLIVEIRA FILHO,14.dk"
16157,557,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,a_goal0,"ERDOĞAN YEŞİLYURT,6.dk"
17003,1403,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,a_goal0,"HAKAN ARSLAN,54.dk"
17692,142,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,a_goal1," EMRE KILINÇ,53.dk"
18107,557,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,a_goal1," MUSTAPHA YATABARE,44.dk"
18953,1403,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,a_goal1,
19642,142,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,a_goal2,
20057,557,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,a_goal2,
142,142,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal0,"GÜVEN YALÇIN,11.dk"
557,557,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal0,"ADEM LJAJIC,33.dk"
1002,1002,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal0,"GÜVEN YALÇIN,19.dk"
1403,1403,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal0,"ANDERSON SOUZA CONCEIÇAO,29.dk"
2092,142,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal1,
2507,557,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal1,
2952,1002,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal1," CYLE CHRISTOPHER LARIN,84.dk"
3353,1403,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal1," CYLE CHRISTOPHER LARIN,50.dk"
4902,1002,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal2," OĞUZHAN ÖZYAKUP,90+2.dk"
5303,1403,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal2," CYLE CHRISTOPHER LARIN,74.dk"
6852,1002,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal3,
7253,1403,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal3," CYLE CHRISTOPHER LARIN,76.dk"
9203,1403,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal4," RYAN GUNO BABEL,86.dk"
11153,1403,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,BEŞİKTAŞ A.Ş. - DEMİR GRUP SİVASSPOR,h_goal5,
17281,1681,BEŞİKTAŞ A.Ş.,ESKİŞEHİRSPOR,BEŞİKTAŞ A.Ş. - ESKİŞEHİRSPOR,a_goal0,"ANEL HADZİC,89.dk"
19231,1681,BEŞİKTAŞ A.Ş.,ESKİŞEHİRSPOR,BEŞİKTAŞ A.Ş. - ESKİŞEHİRSPOR,a_goal1,
1681,1681,BEŞİKTAŞ A.Ş.,ESKİŞEHİRSPOR,BEŞİKTAŞ A.Ş. - ESKİŞEHİRSPOR,h_goal0,"ATIBA HUTCHINSON,29.dk"
3631,1681,BEŞİKTAŞ A.Ş.,ESKİŞEHİRSPOR,BEŞİKTAŞ A.Ş. - ESKİŞEHİRSPOR,h_goal1," MARIO GOMEZ GARCIA,35.dk"
