,id,home,away,exhibition,variable,goal
16651,1051,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_goal0,"MUSTAFA YUMLU,33.dk"
18601,1051,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_goal1,
1051,1051,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_goal0,"MAGAYE SERIGNE FALILOU DIT NELSON GUEYE,3.dk"
3001,1051,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_goal1," AHMET DERELİ,63.dk"
4951,1051,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş. - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_goal2,
16679,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,a_goal0,"DENİZ KADAH,22.dk"
18629,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,a_goal1," SAMUEL ETO O FILS,28.dk"
20579,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,a_goal2," SAMUEL ETO O FILS,33.dk"
22529,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,a_goal3," SAMUEL ETO O FILS,57.dk"
24479,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,a_goal4," MOSTAPHA EL KABIR,75.dk"
26429,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,a_goal5,
1079,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,h_goal0,"RONEI GLEISON RODRIGUES DOS REIS,85.dk"
3029,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,h_goal1," AHMET DERELİ,90.dk"
4979,1079,ADANASPOR A.Ş.,ANTALYASPOR A.Ş.,ADANASPOR A.Ş. - ANTALYASPOR A.Ş.,h_goal2,
16860,1260,ADANASPOR A.Ş.,ATİKER KONYASPOR,ADANASPOR A.Ş. - ATİKER KONYASPOR,a_goal0,"JENS JONSSON,29.dk"
18810,1260,ADANASPOR A.Ş.,ATİKER KONYASPOR,ADANASPOR A.Ş. - ATİKER KONYASPOR,a_goal1,
16916,1316,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_goal0,"ABDOULAYE BA,30.dk"
18866,1316,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_goal1," WILDE DONALD GUERRIER,54.dk"
20816,1316,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş. - AYTEMİZ ALANYASPOR,a_goal2,
1316,1316,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_goal0,"TEVFİK ALTINDAĞ,26.dk"
3266,1316,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_goal1," MAGAYE SERIGNE FALILOU DIT NELSON GUEYE,45.dk"
5216,1316,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_goal2," CEM ÖZDEMİR,65.dk"
7166,1316,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş. - AYTEMİZ ALANYASPOR,h_goal3,
16853,1253,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_goal0,"VINCENT ABOUBAKAR,11.dk"
18803,1253,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_goal1," CENK TOSUN,17.dk"
20753,1253,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş. - BEŞİKTAŞ A.Ş.,a_goal2,
1253,1253,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal0,"MAGAYE SERIGNE FALILOU DIT NELSON GUEYE,56.dk"
3203,1253,ADANASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ADANASPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal1,
16685,1085,ADANASPOR A.Ş.,BURSASPOR,ADANASPOR A.Ş. - BURSASPOR,a_goal0,"ERTUĞRUL ERSOY,57.dk"
18635,1085,ADANASPOR A.Ş.,BURSASPOR,ADANASPOR A.Ş. - BURSASPOR,a_goal1," PABLO MARTIN BATALLA,82.dk"
20585,1085,ADANASPOR A.Ş.,BURSASPOR,ADANASPOR A.Ş. - BURSASPOR,a_goal2,
1085,1085,ADANASPOR A.Ş.,BURSASPOR,ADANASPOR A.Ş. - BURSASPOR,h_goal0,"RENAN SOUZA DINIZ,24.dk"
3035,1085,ADANASPOR A.Ş.,BURSASPOR,ADANASPOR A.Ş. - BURSASPOR,h_goal1,
16906,1306,ADANASPOR A.Ş.,FENERBAHÇE A.Ş.,ADANASPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal0,"JOSEF DE SOUZA DIAS,9.dk"
18856,1306,ADANASPOR A.Ş.,FENERBAHÇE A.Ş.,ADANASPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal1," AATIF CHAHECHOUHE,22.dk"
20806,1306,ADANASPOR A.Ş.,FENERBAHÇE A.Ş.,ADANASPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal2," EMMANUEL CHINENYE EMENIKE,90.dk"
22756,1306,ADANASPOR A.Ş.,FENERBAHÇE A.Ş.,ADANASPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal3,
1306,1306,ADANASPOR A.Ş.,FENERBAHÇE A.Ş.,ADANASPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal0,"VLAGYIMIR KOMAN,6.dk"
3256,1306,ADANASPOR A.Ş.,FENERBAHÇE A.Ş.,ADANASPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal1,
16665,1065,ADANASPOR A.Ş.,GALATASARAY A.Ş.,ADANASPOR A.Ş. - GALATASARAY A.Ş.,a_goal0,"ARMINDO TUE NA BANGNA,71.dk"
18615,1065,ADANASPOR A.Ş.,GALATASARAY A.Ş.,ADANASPOR A.Ş. - GALATASARAY A.Ş.,a_goal1,
16643,1043,ADANASPOR A.Ş.,GENÇLERBİRLİĞİ,ADANASPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal0,"SERDAR GÜRLER,37.dk"
18593,1043,ADANASPOR A.Ş.,GENÇLERBİRLİĞİ,ADANASPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal1," TOKELO ANTHONY RANTIE,73.dk"
20543,1043,ADANASPOR A.Ş.,GENÇLERBİRLİĞİ,ADANASPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal2,
16876,1276,ADANASPOR A.Ş.,KARDEMİR KARABÜKSPOR,ADANASPOR A.Ş. - KARDEMİR KARABÜKSPOR,a_goal0,"ABDOU RAZACK TRAORE,5.dk"
18826,1276,ADANASPOR A.Ş.,KARDEMİR KARABÜKSPOR,ADANASPOR A.Ş. - KARDEMİR KARABÜKSPOR,a_goal1," ERMIN ZEC,35.dk"
20776,1276,ADANASPOR A.Ş.,KARDEMİR KARABÜKSPOR,ADANASPOR A.Ş. - KARDEMİR KARABÜKSPOR,a_goal2,
1276,1276,ADANASPOR A.Ş.,KARDEMİR KARABÜKSPOR,ADANASPOR A.Ş. - KARDEMİR KARABÜKSPOR,h_goal0,"MAGAYE SERIGNE FALILOU DIT NELSON GUEYE,82.dk"
3226,1276,ADANASPOR A.Ş.,KARDEMİR KARABÜKSPOR,ADANASPOR A.Ş. - KARDEMİR KARABÜKSPOR,h_goal1,
1270,1270,ADANASPOR A.Ş.,KASIMPAŞA A.Ş.,ADANASPOR A.Ş. - KASIMPAŞA A.Ş.,h_goal0,"RONEI GLEISON RODRIGUES DOS REIS,6.dk"
3220,1270,ADANASPOR A.Ş.,KASIMPAŞA A.Ş.,ADANASPOR A.Ş. - KASIMPAŞA A.Ş.,h_goal1," RODRIGO LONGO FREITAS,61.dk"
5170,1270,ADANASPOR A.Ş.,KASIMPAŞA A.Ş.,ADANASPOR A.Ş. - KASIMPAŞA A.Ş.,h_goal2,
16855,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,a_goal0,"DENİZ TÜRÜÇ,41.dk"
18805,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,a_goal1,
1255,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,h_goal0,"AHMET DERELİ,77.dk"
3205,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,h_goal1," CEM ÖZDEMİR,90+3.dk"
5155,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,h_goal2,
16718,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,a_goal0,"JOSEPH LARWEH ATTAMAH,43.dk"
18668,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,a_goal1,
1118,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,h_goal0,"MAGAYE SERIGNE FALILOU DIT NELSON GUEYE,52.dk"
3068,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,h_goal1,
16647,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,a_goal0,"PAPA ALIOUNE NDIAYE,19.dk"
18597,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,a_goal1," PIERRE ACHILLE WEBO KOUAMO,42.dk"
20547,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,a_goal2," ADAM MAHER,50.dk"
22497,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,a_goal3," THIEVY GUIVANE BIPFOUMA KOULOSSA,69.dk"
24447,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,a_goal4," MUSA ÇAĞIRAN,82.dk"
26397,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,a_goal5,
1047,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,h_goal0,"RONEI GLEISON RODRIGUES DOS REIS,51.dk"
2997,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,h_goal1,
16819,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,a_goal0,"YUSUF YAZICI,20.dk"
18769,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,a_goal1,
1219,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,h_goal0,"RENAN RODRIGUES DA SILVA,31.dk"
3169,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,h_goal1,
16763,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,a_goal0,"LEONY LEONARD KWEUKE,4.dk"
18713,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,a_goal1," MARWANE SAADANE,68.dk"
20663,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,a_goal2," DAVIDE PETRUCCI,85.dk"
22613,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,a_goal3,
1163,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,h_goal0,"MAGAYE SERIGNE FALILOU DIT NELSON GUEYE,90.dk"
3113,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,h_goal1,
1307,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,h_goal0,"HUGO RODALLEGA MARTINEZ,15.dk"
3257,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,h_goal1,
17350,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,a_goal0,"SAMUEL ETO O FILS,54.dk"
19300,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,a_goal1,
1309,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,h_goal0,"ÖZER HURMACI,23.dk"
1750,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,h_goal0,"HUGO RODALLEGA MARTINEZ,30.dk"
3259,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,h_goal1," AYKUT ÇEVİKER,49.dk"
3700,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,h_goal1," DOUGLAS FERREIRA,88.dk"
5209,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,h_goal2," ÖZER HURMACI,55.dk"
5650,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,h_goal2,
7159,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,h_goal3,
1168,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,h_goal0,"RICARDO JORGE VAZ TE,82.dk"
3118,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,h_goal1,
1331,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,h_goal0,"HUGO MIGUEL DE ALMEIDA COSTA LOPES,11.dk"
3281,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,h_goal1," SOKOL CİKALLESHİ,69.dk"
5231,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,h_goal2," ÖZER HURMACI,89.dk"
7181,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,h_goal3,
16890,1290,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,a_goal0,"ANDERSON SOUZA CONCEIÇAO,8.dk"
17440,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,a_goal0,"MARIO GOMEZ GARCIA,14.dk"
18840,1290,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,a_goal1,
19390,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,a_goal1," OLCAY ŞAHAN,47.dk"
21340,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,a_goal2," CENK TOSUN,90.dk"
23290,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,a_goal3,
1290,1290,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,h_goal0,"HUGO RODALLEGA MARTINEZ,45.dk"
1840,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,h_goal0,"HUGO RODALLEGA MARTINEZ,44.dk"
3240,1290,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,h_goal1,
3790,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,h_goal1," HUGO RODALLEGA MARTINEZ,54.dk"
5740,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,h_goal2," HUGO RODALLEGA MARTINEZ,78.dk"
7690,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,h_goal3,
16774,1174,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,a_goal0,"PABLO MARTIN BATALLA,13.dk"
17365,1765,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,a_goal0,"BALAZS DZSUDZSAK,82.dk"
18724,1174,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,a_goal1,
19315,1765,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,a_goal1,
1174,1174,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal0,"OLCAN ADIN,14.dk"
1765,1765,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal0,"HUGO RODALLEGA MARTINEZ,40.dk"
3124,1174,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal1," MUSTAFA YUMLU,21.dk"
3715,1765,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal1," HUGO RODALLEGA MARTINEZ,57.dk"
5074,1174,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal2," SOKOL CİKALLESHİ,24.dk"
5665,1765,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal2," BRUNO FERREIRA MOMBRA ROSA,85.dk"
7024,1174,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal3," RICARDO JORGE VAZ TE,28.dk"
7615,1765,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal3,
8974,1174,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal4," OLCAN ADIN,77.dk"
10924,1174,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BURSASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BURSASPOR,h_goal5,
1351,1351,AKHİSAR BELEDİYE GENÇLİK VE SPOR,DEMİR GRUP SİVASSPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - DEMİR GRUP SİVASSPOR,h_goal0,"PAULO HENRIQUE CARNEIRO FILHO,73.dk"
3301,1351,AKHİSAR BELEDİYE GENÇLİK VE SPOR,DEMİR GRUP SİVASSPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - DEMİR GRUP SİVASSPOR,h_goal1,
1762,1762,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ESKİŞEHİRSPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ESKİŞEHİRSPOR,h_goal0,"GÜRAY VURAL,68.dk"
3712,1762,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ESKİŞEHİRSPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ESKİŞEHİRSPOR,h_goal1,
16671,1071,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,a_goal0,"ROBIN VAN PERSIE,26.dk"
17381,1781,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,a_goal0,"ŞENER ÖZBAYRAKLI,35.dk"
18621,1071,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,a_goal1," AATIF CHAHECHOUHE,65.dk"
19331,1781,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,a_goal1," VOLKAN ŞEN,50.dk"
20571,1071,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,a_goal2,
21281,1781,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,a_goal2," JOSE FERNANDO VIANA DE SANTANA,90+4.dk"
23231,1781,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,a_goal3,
1071,1071,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,h_goal0,"FATİH ÖZTÜRK,77.dk"
3021,1071,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,h_goal1," HUGO RODALLEGA MARTINEZ,90+2.dk"
4971,1071,AKHİSAR BELEDİYE GENÇLİK VE SPOR,FENERBAHÇE A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - FENERBAHÇE A.Ş.,h_goal2,
16836,1236,AKHİSAR BELEDİYE GENÇLİK VE SPOR,GALATASARAY A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - GALATASARAY A.Ş.,a_goal0,"EREN DERDİYOK,35.dk"
17464,1864,AKHİSAR BELEDİYE GENÇLİK VE SPOR,GALATASARAY A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - GALATASARAY A.Ş.,a_goal0,"SELÇUK İNAN,46.dk"
18786,1236,AKHİSAR BELEDİYE GENÇLİK VE SPOR,GALATASARAY A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - GALATASARAY A.Ş.,a_goal1," YASİN ÖZTEKİN,63.dk"
