,id,home,away,exhibition,variable,sub_player
7233,1383,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,h_sub3,EREN ALBAYRAK
28683,1383,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,a_sub4,OLCAY ŞAHAN
32446,1246,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,a_sub6,YUSUF ERDOĞAN
34533,1383,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,a_sub7,HASAN BATUHAN ARTARSLAN
24783,1383,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,a_sub2,KAMİL AHMET ÇÖREKÇİ
21528,78,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,a_sub1,VAHID AMIRI
3333,1383,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,h_sub1,PATRIK ULF ANDERS CARLGREN
15033,1383,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,h_sub7,AMIR HADZIAHMETOVIC
78,78,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,h_sub0,MAHMUT ERTUĞRUL TAŞKIRAN
5146,1246,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,h_sub2,ALİ ÇAMDALI
27378,78,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,a_sub4,HASAN BATUHAN ARTARSLAN
29328,78,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,a_sub5,CALEB ANSAH EKUBAN
24646,1246,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,a_sub2,AYTAÇ KARA
13728,78,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,h_sub7,LEONARD ZUTA
5928,78,ATİKER KONYASPOR,TRABZONSPOR A.Ş.,ATİKER KONYASPOR - TRABZONSPOR A.Ş.,h_sub3,ABDOU RAZACK TRAORE
6016,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub3,ADIS JAHOVIC
26478,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub3,OĞUZ HAN AYNAOĞLU
12828,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub6,IOAN HORA
31366,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub6,MEHMET USLU
4066,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub2,SELİM AY
3078,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub1,DIMITAR DIMITROV RANGELOV
5028,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub2,EMRE CAN ATİLA
166,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub0,MAHMUT ERTUĞRUL TAŞKIRAN
30378,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub5,OSAGIE BRIGHT EDOMWONYI
8928,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub4,CAN DEMİR AKTAV
33316,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub7,NGUIMBE PREJUCE NAKOULMA
19666,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub0,CİHAN TOPALOĞLU
7966,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub4,ABDOU RAZACK TRAORE
11866,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub6,CHRISTOPHER PAOLO CESAR HURTADO HUERTAS
27466,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub4,ÇINAR TARHAN
9916,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub5,ALİ ÇAMDALI
20628,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub0,MUHAMMED ALPEREN UYSAL
22578,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub1,OĞULCAN ÇAĞLAYAN
15766,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub8,FERHAT ÖZTORUN
28428,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub4,MATIC FINK
2116,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub1,ALİ TURAN
25516,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub3,MARWANE SAADANE
29416,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub5,KORAY ALTINAY
23566,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub2,MUSTAFA SAYMAK
24528,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub2,DAVIDE PETRUCCI
6978,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub3,AMIR HADZIAHMETOVIC
37216,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub9,AMINU UMAR
32328,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub6,ROBIN YALÇIN
35266,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub8,ORHAN OVACIKLI
1128,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub0,KAYA TARAKCI
21616,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,a_sub1,MYKOLA MOROZIUK
10878,1128,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub5,MORYKE FOFANA
13816,166,ATİKER KONYASPOR,ÇAYKUR RİZESPOR A.Ş.,ATİKER KONYASPOR - ÇAYKUR RİZESPOR A.Ş.,h_sub7,YEVHEN OPANASENKO
2038,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,h_sub1,MÜCAHİT ATALAY
88,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,h_sub0,MAHMUT ERTUĞRUL TAŞKIRAN
27388,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub4,NURETTİN KORKMAZ
11788,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,h_sub6,FERHAT ÖZTORUN
5938,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,h_sub3,ALİ ÇAMDALI
21538,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub1,ASAMOAH GYAN
35188,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub8,MERT ÖZYILDIRIM
13738,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,h_sub7,MÜCAHİT CAN AKÇAY
3988,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,h_sub2,SELİM AY
31288,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub6,HAKAN ÇITAK
23488,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub2,LEVENT GÜLEN
25438,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub3,HASAN HÜSEYİN ACAR
9838,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,h_sub5,YEVHEN OPANASENKO
29338,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub5,SILVESTRE MANUEL GONÇALVES VARELA
33238,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub7,BERKANT ŞAHİN KÖK
19588,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,a_sub0,MUAMMER ZÜLFİKAR YILDIRIM
7888,88,ATİKER KONYASPOR,İSTİKBAL MOBİLYA KAYSERİSPOR,ATİKER KONYASPOR - İSTİKBAL MOBİLYA KAYSERİSPOR,h_sub4,UĞUR DEMİROK
11085,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,h_sub5,WILDE DONALD GUERRIER
3285,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,h_sub1,BİROL PARLAK
32535,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,a_sub6,MAGAYE SERIGNE FALILOU DIT NELSON GUEYE
30585,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,a_sub5,AHMET DERELİ
13035,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,h_sub6,GLYNOR ORVİL PLET
5235,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,h_sub2,TAHA YALÇINER
7185,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,h_sub3,BERKAN EMİR
1335,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,h_sub0,ZDENEK ZLAMAL
24735,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,a_sub2,HALİL İBRAHİM PEHLİVAN
9135,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,h_sub4,ISAAC SACKEY
20835,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,a_sub0,HAYRULLAH MERT AKYÜZ
28635,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,a_sub4,CEM ÖZDEMİR
26685,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,a_sub3,MUSTAFA SAMİCAN KESKİN
22785,1335,AYTEMİZ ALANYASPOR,ADANASPOR A.Ş.,AYTEMİZ ALANYASPOR - ADANASPOR A.Ş.,a_sub1,VINICIUS JOSE IGNACIO
12761,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_sub6,JONATHAN SERGE FOLLY AYITE
10811,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_sub5,ISMAİL AİSSATİ
24461,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_sub2,RICARDO JORGE VAZ TE
22511,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_sub1,MUĞDAT ÇELİK
26411,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_sub3,SONER AYDOĞDU
1061,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_sub0,HAYDAR YILMAZ
20561,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_sub0,BERKER ÖNCÜ
6911,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_sub3,WILDE DONALD GUERRIER
8861,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_sub4,EFECAN KARACA
30311,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_sub5,JOEL LANDRY TSAFACK NGUEMO
3011,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_sub1,ERHAN KARTAL
4961,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,h_sub2,BİROL PARLAK
28361,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_sub4,TOLGA ÜNLÜ
32261,1061,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR - AKHİSAR BELEDİYE GENÇLİK VE SPOR,a_sub6,KADİR KELEŞ
9988,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub5,BARIŞ BAŞDAŞ
13888,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub7,ANTENOR JUNIOR FERNANDES DA SILVA VITORIA
21688,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub1,BİLAL KISA
25588,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub3,HELDER JORGE LEAL RODRIGUES BARBOSA
15838,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub8,TAHA YALÇINER
29488,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub5,HUGO MIGUEL DE ALMEIDA COSTA LOPES
238,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub0,HAYDAR YILMAZ
35338,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub8,JOSUE FILIPE SOARES PESQUEIRA
4138,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub2,DEYVISON ROGERIO DA SILVA
6088,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub3,KAAN KANAK
19738,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub0,MILAN LUKAC
17788,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub9,CENK AHMET ALKILIÇ
33388,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub7,DANY ACHILLE NOUNKEU TCHOUNKEU
23638,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub2,AYKUT ÇEVİKER
27538,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub4,ONUR AYIK
8038,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub4,HASAN AYAROĞLU
31438,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub6,ONURCAN GÜLER
37288,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,a_sub9,DANIEL ALEXANDER LARSSON
11938,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub6,DJALMA BRAUNE MANUEL ABEL CAMPOS
2188,238,AYTEMİZ ALANYASPOR,AKHİSARSPOR,AYTEMİZ ALANYASPOR - AKHİSARSPOR,h_sub1,FILIPE AUGUSTO CARVALHO SOUZA
11975,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub6,DJALMA BRAUNE MANUEL ABEL CAMPOS
1633,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub0,UFUK CEYLAN
21725,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub1,OSMAN ÇELİK
34783,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub7,MACIEL SOUSA CAMPOS RİCHARD DANILO
15875,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub8,TAHA YALÇINER
19775,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub0,FERHAT KAPLAN
17233,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub8,ANTENOR JUNIOR FERNANDES DA SILVA VITORIA
11383,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub5,EMRE NEFİZ
31537,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub6,YEKTA KURTULUŞ
4175,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub2,DEYVISON ROGERIO DA SILVA
29587,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub5,OSMAN TARIK ÇAMDAL
8925,1125,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub4,EFECAN KARACA
21133,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub0,FERHAT KAPLAN
32833,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub6,HAKAN ÖZMERT
6975,1125,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub3,DENİZ VURAL
32325,1125,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub6,EMRE GÜRAL
15283,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub7,GEORGIOS TZAVELLAS
27575,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub4,HARUN ALPSOY
23675,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub2,ZEKİ YILDIRIM
9433,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub4,MAMADOU FOFANA
25687,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub3,PAUL OMO MUKAIRU
25625,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub3,SERDAR ÖZKAN
27637,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub4,ALFREDO KULEMBE RIBEIRO
1125,1125,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub0,ZDENEK ZLAMAL
29525,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub5,SALİH DURSUN
12037,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub6,DJALMA BRAUNE MANUEL ABEL CAMPOS
23737,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub2,GUSTAVO EZEQUIEL BLANCO LESCHUK
31475,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub6,OLCAN ADIN
21787,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub1,SALİH DURSUN
37325,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub9,BAHADIR ÖZTÜRK
10025,275,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub5,BARIŞ BAŞDAŞ
28933,1633,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub4,YEKTA KURTULUŞ
35437,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,a_sub8,SERDAR ÖZKAN
8137,337,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,AYTEMİZ ALANYASPOR - ANTALYASPOR A.Ş.,h_sub4,ONUR BULUT
